PID,county_state,county,state,area,poptotal,popdensity,popwhite,popblack,popamerindian,popasian,popother,percwhite,percblack,percamerindan,percasian,percother,popadults,perchsd,percollege,percprof,poppovertyknown,percpovertyknown,percbelowpoverty,percchildbelowpovert,percadultpoverty,percelderlypoverty,inmetro,category
649,"STEPHENSON, IL",STEPHENSON,IL,0.033,48052,1456.1212099999998,44524,3081,58,304,85,92.6579538832931,6.411803879130941,0.12070257000000002,0.63264796,0.1768917,31555,76.691491,19.879575300000003,3.8821106,47225,98.27894779999998,9.90788777,13.503258299999999,8.354173179999998,9.505783390000001,0,AAR
650,"TAZEWELL, IL",TAZEWELL,IL,0.039,123692,3171.58974,122639,186,221,432,214,99.14869191216894,0.1503735083918119,0.1786696,0.34925459999999997,NA,80310,78.5941975,20.0448263,3.9210559099999993,121970,98.60783239999999,9.132573579999999,12.8933916,7.91641669,7.288367920000001,1,AAU
651,"UNION, IL",UNION,IL,0.024,17619,734.125,17313,122,34,53,97,98.26323854929338,0.692434303876497,0.19297349000000003,0.30081162,0.55054203,12092,64.2242805,17.879589799999998,4.002646380000001,16823,95.48215,18.159662400000002,24.900199599999997,14.6790039,19.010096,0,LHR
652,"VERMILION, IL",VERMILION,IL,0.052000000000000005,88257,1697.25,78956,7841,165,507,788,89.46145914771633,8.884281133507823,0.18695401,0.57445868,0.8928470300000001,58087,72.75121800000001,17.0571729,4.06114965,85119,96.44447470000001,15.238665899999997,22.5401872,13.043382099999999,11.4093571,0,AAR
653,"WABASH, IL",WABASH,IL,0.012,13111,1092.5833299999997,12955,40,11,80,25,98.81015940813059,0.3050873312485699,0.08389902,0.61017466,0.19067958,8520,74.87089199999998,24.730046899999998,3.9201877900000004,12849,98.001678,12.9426415,17.0275883,11.527293799999999,11.389961399999999,0,AAR
654,"WARREN, IL",WARREN,IL,0.033,19181,581.2424239999999,18630,356,20,70,105,97.12736562223033,1.856003336635212,0.10426985000000001,0.36494448,0.5474167099999999,12220,76.309329,20.458265100000002,4.574468090000001,18323,95.52682340000001,14.233477099999998,18.9009662,12.832096400000001,11.7299162,0,AAR
655,"WASHINGTON, IL",WASHINGTON,IL,0.033,14965,453.484848,14856,46,31,26,6,99.27163381222853,0.3073838957567658,0.20715002,0.17373872,0.040093550000000006,9906,65.7278417,15.960024200000001,2.44296386,14620,97.69462080000001,9.281805749999998,9.816109820000001,7.663601229999999,12.377149900000001,0,LAR
656,"WAYNE, IL",WAYNE,IL,0.042,17241,410.5,17141,9,31,44,16,99.41998723971928,0.052201148425265353,0.17980396,0.25520560999999997,0.09280204,11613,63.0586412,15.6807027,2.75553259,17054,98.91537609999999,14.395449700000002,19.685593599999997,11.616918299999998,14.7752126,0,LAR
657,"WHITE, IL",WHITE,IL,0.028999999999999998,16522,569.724138,16397,41,37,35,12,99.24343299842634,0.24815397651616025,0.22394383000000004,0.21183876000000001,0.07263043000000001,11451,66.22129070000001,15.9287398,3.2486245700000005,16152,97.76056170000001,19.0564636,27.0340525,16.4872384,16.7161961,0,LHR
658,"WHITESIDE, IL",WHITESIDE,IL,0.041,60186,1467.95122,57135,417,85,187,2362,94.93071478416908,0.6928521583092414,0.14122886,0.31070348999999997,3.9245007100000002,39020,73.2880574,16.5530497,3.54177345,58927,97.90815140000001,10.9610196,14.7232262,9.50370254,9.8152526,0,AAR
659,"WILL, IL",WILL,IL,0.05,357313,7146.26,303420,38361,692,4774,10066,84.91714547189719,10.735965386090067,0.19366774,NA,2.81713792,215823,80.43026000000002,24.756860900000003,5.887231669999999,348384,97.5010705,6.03472031,7.4630854499999995,4.799197680000001,8.5633985,1,HLU
660,"WILLIAMSON, IL",WILLIAMSON,IL,0.025,57733,2309.32,56135,1147,112,252,87,97.23208563559835,1.9867320250116918,0.19399650000000002,0.43649213000000003,0.15069371,38733,71.7811685,21.059561600000002,4.980249400000002,56318,97.5490621,15.8013424,22.394581600000002,13.618817099999998,13.819785300000001,0,AAR
661,"WINNEBAGO, IL",WINNEBAGO,IL,0.03,252913,8430.43333,222439,23256,651,2986,3581,87.95079730974683,9.195256866985881,0.25740077000000006,1.18064315,1.4159019099999997,163047,76.2964053,22.652364000000002,5.1819414,248507,98.25789900000001,10.117219999999998,14.5814097,8.224707759999998,9.62654586,1,AAU
662,"WOODFORD, IL",WOODFORD,IL,0.032,32653,1020.4062499999999,32388,64,54,102,45,99.18843597831746,0.19600036750068908,0.16537531,0.31237559000000004,0.13781276,20469,80.01367920000001,22.8052176,4.97337437,31693,97.0599945,7.187707059999999,10.013923099999998,5.628350209999999,7.150556949999999,1,HLU
663,"ADAMS, IN",ADAMS,IN,0.021,31095,1480.71429,30530,36,42,60,427,98.1829876185882,0.11577424023154848,0.13506995000000002,0.19295707,1.37321113,18119,74.3970418,16.1156797,4.86229924,30490,98.05434960000001,11.6366022,17.1945239,9.10188775,8.714026969999999,1,AAU
664,"ALLEN, IN",ALLEN,IN,0.041,300836,7337.463409999999,264086,30314,892,2644,2900,87.78404180350756,10.076586578733929,0.29650707000000004,0.87888418,0.9639803699999999,187856,81.1552466,27.3597862,6.85950941,296184,98.4536425,7.90353294,10.533689,6.7890146,7.30149415,1,HAU
665,"BARTHOLOMEW, IN",BARTHOLOMEW,IN,0.022,63657,2893.5,61774,1005,97,610,171,97.04195925035738,1.5787737405155755,0.15237916,0.95826068,NA,41218,76.90329470000002,22.8468145,6.844097239999999,62784,98.62858759999999,8.545170739999998,10.736854999999998,6.99242014,10.811943399999999,0,AAR
666,"BENTON, IN",BENTON,IN,0.024,9441,393.375,9389,6,16,1,29,99.44921088867704,0.06355258976803305,0.16947357,0.0105921,0.30717085,6053,77.08574259999999,13.4643978,4.014538249999998,9300,98.5065141,8.043010749999999,8.349218449999999,6.84232894,10.5022831,0,AAR
667,"BLACKFORD, IN",BLACKFORD,IN,0.01,14067,1406.7,13978,7,44,16,22,99.36731357076847,0.04976185398450273,0.31278880000000003,0.11374138,0.15639440000000004,9259,72.9884437,12.981963499999999,4.4281239900000005,13903,98.8341508,9.853988350000002,12.3237451,8.3322467100000015,10.9375,0,AAR
668,"BOONE, IN",BOONE,IN,0.024,38147,1589.45833,37814,83,90,94,66,99.1270611057226,0.21757936403911188,0.23592943000000005,NA,0.17301492000000002,24915,82.4683925,27.8306241,8.81396749,37402,98.04702860000002,6.29645474,8.02175391,5.23959855,7.08942537,1,HLU
669,"BROWN, IN",BROWN,IN,0.019,14080,741.0526319999999,13968,13,47,18,34,99.20454545454545,0.09232954545454546,0.33380682,0.12784091,0.24147727000000002,9510,76.4353312,19.8002103,6.161934809999998,13948,99.0625,6.86836822,8.093841639999999,6.16327041,7.44387554,0,ALR
670,"CARROLL, IN",CARROLL,IN,0.022,18809,854.9545449999999,18720,19,22,3,45,99.52682226593652,0.10101547131692275,0.11696528000000002,0.01594981,0.23924717000000004,12241,76.17024749999999,15.4562536,3.7987092600000003,18498,98.3465362,7.49270191,9.38326888,5.63980573,10.1830664,0,AAR
671,"CASS, IN",CASS,IN,0.024,38413,1600.54167,37765,330,138,114,66,98.3130710957228,0.8590841642152396,0.35925337999999996,0.29677453000000004,0.17181683000000003,25123,75.8906182,13.214982299999999,4.024200929999999,37306,97.1181631,10.346861099999998,13.352441200000003,9.472680750000002,8.55725506,0,AAR
672,"CLARK, IN",CLARK,IN,0.022,87777,3989.86364,82289,4703,192,356,237,93.74779270196065,5.357895576289916,0.21873612000000003,0.40557321,0.27000239000000004,56970,72.7575917,16.812357400000003,4.054765669999999,86270,98.2831493,10.0649125,13.752694000000002,8.187914119999999,10.952623500000001,1,AAU
673,"CLAY, IN",CLAY,IN,0.021,24705,1176.4285700000003,24522,113,41,15,14,99.25925925925925,0.45739728799838086,0.16595831000000003,0.06071645,0.05666869000000001,16197,75.88442300000001,14.1137248,4.29709205,24343,98.53470960000001,11.843240399999999,15.1636813,9.70500549,12.9662175,1,AAU
674,"CLINTON, IN",CLINTON,IN,0.023,30974,1346.6956500000001,30657,36,51,61,169,98.97656098663396,0.11622651255892037,0.16465423,0.19693937000000003,0.5456189100000001,19875,76.1610063,16.045282999999998,4.5081761,30143,97.31710470000002,9.405168699999999,11.739390299999998,7.80756609,10.520703699999999,1,AAU
675,"CRAWFORD, IN",CRAWFORD,IN,0.018000000000000002,9914,550.7777780000001,9868,9,26,11,0,99.53600968327618,0.09078071414161792,0.26225539999999997,0.11095421,0,6297,59.56804830000001,8.54375099,2.93790694,9780,98.64837599999998,18.4662577,22.923588,14.3980528,24.046242799999995,0,LHR
676,"DAVIESS, IN",DAVIESS,IN,0.026000000000000002,27533,1058.96154,27372,99,26,20,16,99.41524715795592,0.3595685177786656,0.09443214000000001,0.07264010000000001,0.05811208000000001,17267,66.2187989,13.239126699999998,3.3590085099999993,26896,97.68641269999999,15.541344399999998,20.7750953,12.387896500000002,15.9292035,0,LAR
677,"DEARBORN, IN",DEARBORN,IN,0.019,38835,2043.94737,38440,252,53,75,15,98.98287627140466,0.6488991888760138,0.13647483000000002,NA,0.03862495,24335,73.4785289,15.574275699999998,4.244914729999999,38254,98.50392690000001,8.480158939999999,10.783252099999999,7.142519499999999,8.94133289,1,AAU
678,"DECATUR, IN",DECATUR,IN,0.022,23645,1074.77273,23444,39,19,129,14,99.1499259885811,0.16493973355889194,0.08035525,0.54556989,0.05920914000000001,14625,72.33504269999999,13.921367499999999,4.56068376,23245,98.3083104,9.06431491,11.116045,7.6680091599999995,10.0627287,0,AAR
679,"DE KALB, IN",DE KALB,IN,0.022,35324,1605.63636,35009,37,91,88,99,99.10825501075756,0.10474464953006454,0.25761522,0.24912241000000002,0.28026271,21801,77.5469015,15.581854,4.45392413,34833,98.6100102,6.456521120000001,8.7693368800000009,4.93601463,7.474273330000001,1,ALU
680,"DELAWARE, IN",DELAWARE,IN,0.023,119659,5202.565220000001,111232,7167,274,641,345,92.95748752705605,5.989520219958382,0.22898403000000003,0.53568892,NA,70609,74.4664278,21.1970145,8.388449060000001,111645,93.302635,16.747727199999996,17.661107,17.8898595,11.767964099999999,1,AAU
681,"DUBOIS, IN",DUBOIS,IN,0.026000000000000002,36616,1408.30769,36466,33,30,55,32,99.59034301944504,0.0901245357220887,0.0819314,0.15020756000000002,0.08739349,22921,72.2307055,17.1676628,4.471881680000001,35883,97.9981429,6.13661065,5.507131539999999,4.4116189200000004,13.4687333,0,ALR
682,"ELKHART, IN",ELKHART,IN,0.027,156198,5785.111110000001,146505,7106,453,997,1137,93.7944147812392,4.549354025019527,0.29001652000000006,0.63829242,0.72792225,96003,72.80605809999999,18.372342499999995,5.3664989599999995,152953,97.9225086,7.042032519999999,9.863588670000002,5.804706639999999,6.305588739999999,1,ALU
683,"FAYETTE, IN",FAYETTE,IN,0.012,26015,2167.91667,25462,435,37,69,12,97.87430328656545,1.6721122429367672,0.14222564000000001,0.26523159999999996,0.04612723,16744,63.9094601,11.424988099999998,3.78643096,25571,98.2932923,10.7856556,14.6890163,8.847011439999998,10.8691186,0,LAR
684,"FLOYD, IN",FLOYD,IN,0.009,64404,7156,61415,2642,92,175,80,95.35898391404261,4.102229675175455,0.14284827000000003,0.27172225,0.12421589000000001,41499,73.2234512,20.5498928,6.400154219999999,63308,98.2982423,11.008087399999999,16.064853300000003,8.19145697,12.612351399999998,1,AAU
685,"FOUNTAIN, IN",FOUNTAIN,IN,0.025,17808,712.3199999999999,17726,4,25,27,26,99.53953279424978,0.022461814914645106,0.14038634000000003,0.15161725000000004,0.14600180000000001,11700,72.965812,11.145299099999999,3.29059829,17573,98.68036839999999,9.838957489999999,13.1136951,7.04975016,12.6510878,0,AAR
686,"FRANKLIN, IN",FRANKLIN,IN,0.023,19580,851.304348,19496,10,34,27,13,99.57099080694586,0.05107252298263534,0.17364658000000002,NA,0.06639428000000001,12029,65.2672708,12.993598800000001,3.5497547600000003,19375,98.95301330000001,10.6270968,12.678725199999999,8.368684920000002,14.2276423,0,LAR
687,"FULTON, IN",FULTON,IN,0.021,18840,897.1428569999999,18555,151,47,36,51,98.48726114649682,0.8014861995753716,0.24946921000000005,0.1910828,0.27070064,12405,75.3164047,13.929867,4.15961306,18611,98.7845011,10.3379722,12.870687900000002,9.187601299999999,10.0211528,0,AAR
688,"GIBSON, IN",GIBSON,IN,0.028999999999999998,31913,1100.44828,31146,596,38,104,29,97.59659073105004,1.8675774762635915,0.11907373,0.32588600000000006,0.09087205999999999,20949,72.80538449999999,15.504319999999998,3.50852069,31364,98.2796979,9.63843897,11.134171699999996,7.9488999300000005,12.242617699999998,0,AAR
689,"GRANT, IN",GRANT,IN,0.024,74169,3090.3750000000005,67817,5047,298,373,634,91.43577505426795,6.804729738839677,0.40178511,0.50290553,0.8548045700000001,47541,71.75700970000001,15.538167099999997,5.48579121,70618,95.21228550000001,13.0816506,18.2321973,11.663094200000002,10.241523499999998,0,AAR
690,"GREENE, IN",GREENE,IN,0.033,30410,921.515152,30248,10,47,65,40,99.46728049983558,0.03288391976323578,0.15455442000000003,0.21374548000000007,0.13153568000000002,20124,71.5861658,14.952295800000002,4.353011329999999,29957,98.5103584,13.1788897,18.2160478,11.408643699999999,11.505567200000002,0,AAR
691,"HAMILTON, IN",HAMILTON,IN,0.024,108936,4539,106764,676,163,1190,143,98.00616875963868,0.6205478446060072,0.14962914000000002,1.0923845200000002,0.13126974000000002,69127,88.6961679,42.131149900000004,12.0893428,107945,99.0902915,3.5916438899999994,4.254980079999999,2.9267538099999997,5.45073375,1,HLU
692,"HANCOCK, IN",HANCOCK,IN,0.017,45527,2678.0588199999997,45173,44,59,176,75,99.22243943154612,0.09664594636149977,0.12959343000000004,0.38658379000000004,0.16473741000000003,29024,80.1095645,20.489939399999997,6.60832415,44988,98.8160872,4.46341247,5.627740139999999,3.50094256,6.07751938,1,HLU
693,"HARRISON, IN",HARRISON,IN,0.028,29890,1067.5,29641,124,58,36,31,99.16694546671127,0.4148544663767146,0.19404483000000003,0.12044162000000001,0.10371362000000002,18829,71.1243295,13.1074407,3.83982155,29559,98.8926062,9.83118509,12.58419,7.535369480000002,12.9673655,1,AAU
694,"HENDRICKS, IN",HENDRICKS,IN,0.024,75717,3154.8750000000005,74519,685,157,275,81,98.41779256970034,0.9046845490444683,0.20735106,0.36319452999999996,0.1069773,48047,84.0656024,24.220034499999997,7.15965617,73207,96.6850245,3.66904804,4.228030819999999,2.84384454,6.135032369999999,1,HLU
695,"HENRY, IN",HENRY,IN,0.024,48139,2005.79167,47446,474,78,78,63,98.56041878726188,0.9846486216996613,0.16203079,0.16203079,NA,31989,71.374535,13.2576823,4.417143390000001,47341,98.3423004,12.350816400000001,17.268392399999996,10.6034222,11.0881168,0,AAR
696,"HOWARD, IN",HOWARD,IN,0.016,80827,5051.6875,75420,4398,226,457,326,93.31040370173334,5.441251067093917,0.27960954,0.56540512,0.40333057000000005,52042,78.453941,20.229814400000002,5.75881019,79738,98.65267789999999,11.5152123,16.961527699999998,9.59316926,9.261467530000001,1,AAU
697,"HUNTINGTON, IN",HUNTINGTON,IN,0.023,35427,1540.3043499999999,35012,52,154,133,76,98.82857707398311,0.14678070398283796,0.43469670000000005,0.37541988000000004,0.21452564000000002,22188,78.55597619999999,16.9731386,4.8494681800000015,34397,97.09261300000001,6.564525979999999,7.320840199999999,5.38424668,9.072444140000002,1,ALU
698,"JACKSON, IN",JACKSON,IN,0.03,37730,1257.66667,37289,138,66,189,48,98.83116883116884,0.36575669228730456,0.17492711000000002,0.50092764,0.12721972,24151,69.3263219,13.142312899999999,3.8259285299999997,37228,98.6694938,10.4921027,13.5361596,8.643720749999998,11.5976685,0,AAR
699,"JASPER, IN",JASPER,IN,0.034,24960,734.1176469999999,24659,111,60,40,90,98.79407051282051,0.44471153846153844,0.24038462,0.16025641000000002,0.36057692,14984,75.5205553,14.855846200000004,5.232247730000001,23850,95.5528846,7.9706499000000015,10.070027999999999,6.3730084300000005,9.370199690000002,0,AAR
700,"JAY, IN",JAY,IN,0.022,21512,977.818182,21313,30,32,67,70,99.07493492004463,0.13945704722945332,0.14875418000000004,0.31145407,0.32539978,13843,68.87957809999997,12.771797999999999,4.43545474,21179,98.4520268,9.740780959999999,11.859599400000002,8.39788732,10.531354699999998,0,AAR
701,"JEFFERSON, IN",JEFFERSON,IN,0.021,29797,1418.9047600000001,29181,363,58,122,73,97.93267778635433,1.2182434473269121,0.19465047,0.40943719,0.24499111000000004,18876,70.285018,17.5460903,5.50434414,27849,93.46242910000001,11.634169999999997,15.619021599999998,9.61010784,12.160493800000001,0,AAR
702,"JENNINGS, IN",JENNINGS,IN,0.021,23661,1126.71429,23347,209,31,51,23,98.672921685474,0.8833100883310088,0.13101729000000004,0.21554457000000002,0.09720637000000001,14942,64.08111360000002,10.1458975,3.38642752,22854,96.58932420000001,12.8030104,16.947001,10.308651399999999,14.7733961,0,LAR
703,"JOHNSON, IN",JOHNSON,IN,0.018000000000000002,88109,4894.944439999999,86455,845,139,534,136,98.1227797387327,0.9590393716873418,0.15775914000000005,0.6060674799999999,0.15435427000000002,55137,80.4069862,22.308069,6.24988665,85547,97.092238,6.90263832,8.755426920000001,5.76260508,8.179396090000001,1,HLU
704,"KNOX, IN",KNOX,IN,0.031,39884,1286.58065,39107,486,69,178,44,98.05185036606157,1.2185337478688196,0.1730017,NA,0.11031992999999998,24740,74.50282940000001,19.975747799999994,5.295068710000001,37005,92.78156650000001,15.697878699999997,19.881954300000004,14.454248,13.980734200000002,0,AAR
705,"KOSCIUSKO, IN",KOSCIUSKO,IN,0.032,65294,2040.4375000000002,64058,309,118,322,487,98.10702361625877,0.473244095935308,0.18072105,0.49315403999999996,0.7458572,40321,77.47575699999999,19.2629151,5.917511969999999,64110,98.18666340000001,6.64170956,8.214765099999997,5.321890839999999,8.34152093,0,ALR
706,"LAGRANGE, IN",LAGRANGE,IN,0.022,29477,1339.8636399999998,29156,44,59,92,126,98.91101536791396,0.1492689215320419,0.20015605,0.31210774999999996,0.42745191000000005,16100,56.65217390000001,11.111801199999999,3.4658385099999998,28954,98.22573529999998,11.5079091,15.961557500000001,7.967512419999999,13.4746404,0,LAR
707,"LAKE, IN",LAKE,IN,0.03,475594,15853.133300000001,334203,116688,865,2772,21066,70.27065101746447,24.535212807562754,0.18187781999999997,0.5828500799999999,4.4294082800000005,298552,73.47832199999999,17.668613799999996,4.9391730800000015,469774,98.7762672,13.8051489,21.511037100000003,11.093432300000002,9.955780320000002,1,AAU
708,"LA PORTE, IN",LA PORTE,IN,0.036,107066,2974.0555600000002,96286,9580,259,431,510,89.9314441559412,8.947751853996602,0.24190686000000003,0.40255543,0.47634170000000003,70102,73.90801970000001,17.179253100000004,4.87860546,100574,93.93645040000001,10.054288399999999,14.662285800000001,8.53452003,7.91819325,0,AAR
709,"LAWRENCE, IN",LAWRENCE,IN,0.027,42836,1586.51852,42536,109,88,77,26,99.29965449621814,0.2544588663740779,0.20543468000000004,0.17975535000000004,0.060696610000000005,28005,69.7089805,13.1476522,3.8493126199999996,42152,98.4032123,9.721958629999998,12.5923191,7.8650243799999995,11.2748803,0,AAR
710,"MADISON, IN",MADISON,IN,0.026000000000000002,130669,5025.730769999999,119734,9870,299,415,351,91.63152698803849,7.553436545775968,0.22882244000000002,0.31759637,NA,84886,73.4502745,16.401998000000003,5.07268572,125156,95.7809427,12.724919299999998,19.825612399999997,10.583863099999999,9.452124500000002,1,AAU
711,"MARION, IN",MARION,IN,0.023,797159,34659.087,615039,169654,1698,7579,3189,77.15386767257222,21.282328870401013,0.21300644000000005,0.95075136,0.40004566,511309,76.8046328,26.7446886,7.68654571,780649,97.928895,12.058044,18.1554118,9.763275089999999,10.725964099999999,1,AAU
712,"MARSHALL, IN",MARSHALL,IN,0.026000000000000002,42182,1622.3846199999998,41508,76,72,151,375,98.40216205964629,0.18017163719121898,0.17068892,0.35797259000000003,0.88900479,26511,73.96929580000001,17.777526299999998,5.35249519,41497,98.3760846,7.54512374,9.9233426,5.89902569,8.813511210000001,0,AAR
713,"MARTIN, IN",MARTIN,IN,0.021,10369,493.76190499999996,10321,12,14,14,8,99.53708168579419,0.11572957855145144,0.13501784000000003,NA,0.07715305000000001,6625,64.40754720000001,13.5396226,3.38113208,10211,98.47622720000001,13.847811199999999,17.9383712,11.3361763,15.455035000000002,0,LAR
714,"MIAMI, IN",MIAMI,IN,0.024,36897,1537.375,34784,1115,571,224,203,94.27324714746457,3.0219259018348374,1.5475512899999997,0.6070954300000001,0.55018023,22509,76.42720690000002,14.4075703,3.8873339600000003,35971,97.49031090000001,10.9393678,15.270164399999999,9.26941094,9.052557570000003,0,AAR
715,"MONROE, IN",MONROE,IN,0.024,108978,4540.75,102752,2835,216,2713,462,94.28692029583952,2.6014424929802344,0.19820514000000003,2.48949329,0.42393878000000007,57368,82.1032631,37.7422954,17.201227199999998,93693,85.97423330000001,19.4390189,14.3463367,22.9989983,9.5751634,1,HHU
716,"MONTGOMERY, IN",MONTGOMERY,IN,0.03,34436,1147.86667,33971,201,68,138,58,98.6496689510977,0.5836914856545475,0.19746777000000001,0.40074340999999997,0.16842839000000004,22174,80.0487057,16.925227699999997,5.808604669999999,33157,96.28586360000001,9.39771391,11.8232951,7.6523151899999995,11.269892800000001,0,HAR
717,"MORGAN, IN",MORGAN,IN,0.024,55920,2330,55635,9,137,91,48,99.49034334763948,0.016094420600858368,0.24499285000000004,0.16273247000000002,0.08583691,35089,73.5786144,14.679814200000001,4.43443814,55262,98.823319,6.67728276,8.366974870000002,5.18163722,9.533023739999997,1,ALU
718,"NEWTON, IN",NEWTON,IN,0.024,13551,564.625,13436,9,39,24,43,99.15135414360564,0.06641576267434138,0.28780164,0.1771087,0.31731975,8567,72.4407611,12.174623599999999,3.1866464299999993,13310,98.2215335,8.8580015,12.610734800000001,7.117983009999999,8.02442215,0,AAR
719,"NOBLE, IN",NOBLE,IN,0.025,37877,1515.08,37456,58,83,98,182,98.88850753755577,0.15312722760514297,0.21913034000000003,0.25873220999999996,0.48050268000000007,23151,72.0832793,12.638762899999998,3.5592414999999997,37198,98.20735540000001,8.04881983,11.6240876,6.00627082,8.479231030000001,0,AAR
720,"OHIO, IN",OHIO,IN,0.005,5315,1063,5255,41,8,9,2,98.87111947318908,0.7714016933207902,0.15051740000000005,0.16933208000000002,0.037629350000000006,3457,67.71767430000001,10.702921599999998,1.79346254,5271,99.17215429999999,9.88427243,8.62688713,8.58398107,15.9609121,1,LAU
721,"ORANGE, IN",ORANGE,IN,0.023,18409,800.391304,18213,127,40,21,8,98.93530338421425,0.6898799500244446,0.21728502000000002,0.11407464000000002,0.043457,11902,64.93026380000002,9.788270879999997,2.8398588499999993,18103,98.33776960000002,15.345522800000001,19.423275,12.788065799999998,16.7800454,0,LAR
722,"OWEN, IN",OWEN,IN,0.023,17281,751.3478259999998,17167,44,46,18,6,99.34031595393785,0.2546148949713558,0.26618830000000004,NA,0.03472021,11151,66.2720832,11.164917899999999,3.25531342,17046,98.64012500000001,13.551566300000001,17.9775281,11.162643600000001,14.4039735,0,LAR
723,"PARKE, IN",PARKE,IN,0.027,15410,570.7407410000001,15222,118,42,16,12,98.78001297858533,0.7657365347177157,0.27255029000000003,0.10382868,0.07787151,10217,76.73485370000002,14.6129001,4.316335519999999,14849,96.35950679999999,12.1961075,13.062098500000001,10.326699200000002,15.941101199999999,0,AAR
724,"PERRY, IN",PERRY,IN,0.022,19107,868.5,18819,210,32,32,14,98.49269901083373,1.0990736379337416,0.16747789000000002,0.16747789000000002,0.07327158000000002,12271,65.3573466,11.0422948,2.90929835,18163,95.05940229999999,11.6225293,14.1656417,9.28652322,14.501679699999999,0,LAR
725,"PIKE, IN",PIKE,IN,0.02,12509,625.4499999999999,12469,3,16,19,2,99.68023023423135,0.023982732432648493,0.12790791,0.15189064000000002,NA,8387,65.48229400000001,13.842852,3.89889114,12357,98.7848749,13.263737200000001,19.8807157,10.5921723,12.6115166,0,LAR
726,"PORTER, IN",PORTER,IN,0.026000000000000002,128932,4958.92308,126329,454,243,944,962,97.98110631961033,0.3521236000372289,0.18847144000000002,0.7321688999999999,0.74612974,79625,82.4075353,24.455887,7.839246470000001,125118,97.0418515,6.11662591,7.484383869999999,5.48997025,5.97111701,1,HLU
727,"POSEY, IN",POSEY,IN,0.025,25968,1038.72,25588,283,38,34,25,98.53666050523722,1.0898028342575476,0.14633395000000002,0.13093038000000004,0.09627234000000001,16513,76.29746260000002,17.210682499999997,4.590322780000001,25679,98.8870918,7.624907509999998,8.945686900000002,5.92997509,11.345580900000002,1,AAU
728,"PULASKI, IN",PULASKI,IN,0.026000000000000002,12643,486.269231,12509,65,21,20,28,98.94012497033931,0.5141184845368979,0.16609982,0.15819030000000003,0.22146642000000002,7974,71.8961625,14.171055899999999,3.5114120899999994,12467,98.6079253,10.828587500000001,13.6955919,8.91951838,11.499215099999999,0,AAR
729,"PUTNAM, IN",PUTNAM,IN,0.028999999999999998,30315,1045.3448299999998,29196,826,77,154,62,96.30875804057398,2.724723734125021,0.25399967,0.50799934,0.20451921000000003,18437,76.0535879,15.734663999999999,5.581168300000001,26072,86.00362860000001,8.27324333,10.735615399999999,6.72192811,9.379509380000002,0,AAR
730,"RANDOLPH, IN",RANDOLPH,IN,0.026000000000000002,27148,1044.15385,26947,56,49,37,59,99.25961396787977,0.2062767054663327,0.18049212,0.13628997,0.21732724000000003,17694,71.8548661,12.6200972,4.5382615600000005,26789,98.677619000000007,11.351674200000001,15.730337099999998,9.683220359999998,10.1874188,0,AAR
731,"RIPLEY, IN",RIPLEY,IN,0.025,24616,984.64,24501,16,44,38,17,99.53282417939552,0.06499837504062399,0.17874553000000004,NA,0.06906077000000001,15331,68.81481960000002,13.528145599999998,3.99191181,24262,98.56191100000001,10.547357999999997,12.962431900000002,8.247027229999999,13.6374324,0,AAR
732,"RUSH, IN",RUSH,IN,0.023,18129,788.217391,17901,142,15,60,11,98.7423465166308,0.7832754150808098,0.08274036,0.33096143999999994,0.06067626,11404,73.58821470000001,12.846369699999999,3.8933707500000003,17589,97.02134699999999,11.1774404,13.414378499999998,9.50972105,12.701252199999999,0,AAR
733,"ST JOSEPH, IN",ST JOSEPH,IN,0.028,247052,8823.28571,216984,24190,846,2507,2525,87.82928290400402,9.791460907015527,0.34243802999999995,1.01476612,1.0220520400000002,154443,76.06301350000001,24.611669000000003,8.100075759999998,234575,94.94964620000002,9.654907810000001,13.813251699999999,8.19188249,8.14209511,1,AAU
734,"SCOTT, IN",SCOTT,IN,0.011,20991,1908.27273,20850,16,25,50,50,99.3282835500929,0.07622314325186985,0.11909866,0.23819732000000002,0.23819732000000002,13060,59.992343000000005,10.589586500000003,3.2771822400000006,20636,98.308799,18.9813917,26.8822813,15.887213599999999,16.0839161,1,LHU
735,"SHELBY, IN",SHELBY,IN,0.024,40307,1679.45833,39743,330,67,142,25,98.60073932567545,0.8187163519984122,0.16622423000000003,0.35229612999999993,0.06202397,25585,74.12546409999999,14.7000195,3.70529607,39745,98.60570119999998,7.2310982500000005,9.41501612,5.432362630000001,9.82587065,1,ALU
736,"SPENCER, IN",SPENCER,IN,0.024,19490,812.0833330000002,19295,111,37,33,14,98.99948691636736,0.5695228322216521,0.18984094,0.1693176,0.071831710000000007,12509,71.92421460000003,14.133823599999998,4.4447997400000006,19102,98.0092355,9.857606530000004,10.7415902,8.0898243,14.2547258,0,AAR
737,"STARKE, IN",STARKE,IN,0.019,22747,1197.21053,22446,73,86,48,94,98.67674858223062,0.3209214401899152,0.37807183,0.21101684000000004,0.41324131,14260,59.915848499999996,10.014025199999999,3.00841515,22293,98.0041324,13.425739000000002,18.5185185,11.839109500000001,10.234129899999997,0,LAR
