id,program.type,age,ethnicity.r,major,dal.course.code,se.1,se.2,se.3,se.4,se.5,se.6,se.7,se.8,asi.1,asi.2,asi.3,asi.4,asi.5,asi.6,asi.7,asi.8,asi.9,asi.10,asi.11,asi.12,asi.13,asi.14,asi.15,asi.16,asi.17,asi.18,pc.1,pc.2,pc.3,psp.1,psp.2,psp.3,frost.ps.1,frost.ps.2,frost.ps.3,frost.ps.4,frost.com.1,frost.com.2,frost.com.3,frost.com.4,frost.com.5,frost.da.1,frost.da.2,frost.da.3,frost.da.4,stat.anx.1,stat.anx.2,stat.anx.3,stat.anx.4,stat.anx.5,stat.anx.6,stat.anx.7,stat.anx.8,stat.anx.9,stat.anx.10,stat.anx.11,stat.anx.12,stat.anx.13,stat.anx.14,stat.anx.15,stat.anx.16,math.anx.1,math.anx.2,math.anx.3,math.anx.4,math.anx.5,math.anx.6,math.anx.7,math.anx.8,math.anx.9,faculty,stats,stats.history,gender.category,self.efficacy,asi.phys,asi.cog,asi.social,asi,perf.cog,perf.sp,frost.ps,frost.com,frost.da,stat.anx.tc,stat.anx.i,stat.anx.ah,stat.anx.ws,stat.anx.fst,stat.anx.sc,math.anx
12399011396,0,19,White,Medical Sciences,STAT 1060,3,3,4,3,3,4,3,4,4,2,1,1,3,2,1,1,4,3,2,1,2,2,1,2,NA,3,2,3,3,5,5,5,4,4,2,3,5,5,4,3,4,3,4,3,4,3,5,2,5,5,3,5,5,2,1,1,1,4,2,2,4,2,4,1,5,4,2,1,5,1,1,1,0,1,3.375,1,2.5,2.8,2.058823529,2.666666667,5,3.25,4.2,3.5,4.333333333,3.333333333,5,3.333333333,1.666666667,1,2.777777778
12396572955,0,18,White,Microbiology and Immunology,STAT1060,5,4,4,4,4,4,5,4,3,1,4,3,1,3,5,2,3,1,2,3,3,1,4,1,4,1,3,3,4,5,5,5,4,5,5,5,4,3,4,3,2,3,4,1,1,4,3,3,5,5,3,2,3,2,2,3,2,3,2,2,3,1,4,3,5,4,3,2,5,2,1,1,0,1,4.25,3.5,1,3,2.5,3.333333333,5,4.75,3.2,2.25,4.666666667,3,2.5,2.666666667,2,2.5,3.222222222
12396545423,0,20,Asian,Chemistry,,4,3,4,4,3,5,4,5,2,3,5,4,4,2,5,4,5,2,1,5,1,5,1,3,2,1,NA,4,2,7,4,7,1,3,3,5,5,4,4,5,1,5,5,1,1,1,5,1,1,1,1,5,1,1,3,1,1,1,1,1,1,3,3,1,1,5,1,1,3,1,1,0,0,1,4,4,3,2.166666667,3.055555556,3,6,3,3.8,3,1,1,5,1,1.666666667,1,2.111111111
12390397445,0,18,Mixed/Other,undecided,,3,4,4,4,4,4,4,4,3,4,5,5,5,3,5,5,3,3,3,5,3,4,3,4,3,4,3,2,3,5,5,5,3,4,4,4,3,3,3,4,3,5,5,3,5,5,4,4,5,5,3,4,5,1,3,4,4,4,3,3,3,1,5,5,5,5,5,2,5,3,0,0,0,1,3.875,4.666666667,4,3,3.888888889,2.666666667,5,3.75,3.2,4.5,5,4,4,2.666666667,3,4,4
12386547842,0,27,White,Psychology,"STAT 1060, STAT 2501",4,4,4,4,4,4,4,3,5,4,4,3,3,5,2,1,5,2,4,3,5,3,1,4,NA,4,4,4,4,7,7,7,4,4,3,3,5,3,4,4,4,4,4,4,4,4,3,3,5,5,4,4,3,1,2,4,4,2,2,2,2,4,5,4,5,5,4,4,5,4,1,0,1,1,3.875,2.333333333,3.333333333,4.8,3.411764706,4,7,3.5,4,4,4.666666667,3.333333333,3.5,1.666666667,2,4,4.444444444
12384401355,0,20,Asian,psychology,yes,4,3,2,3,3,2,2,3,3,4,3,3,4,4,2,2,4,4,2,1,3,3,1,3,3,2,3,3,2,5,5,6,3,4,4,4,5,4,3,3,4,3,2,2,3,5,4,4,4,4,4,4,4,2,2,2,4,2,3,3,2,2,3,3,4,3,4,4,3,3,1,1,1,1,2.75,2,3.333333333,3.166666667,2.833333333,2.666666667,5.333333333,3.75,3.8,2.5,4.333333333,4,4,2,2.666666667,3,3.222222222
12382231759,0,19,White,marine biology,STAT 1060,4,4,4,5,5,5,4,5,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,3,2,1,2,4,4,4,2,2,1,1,1,2,1,1,1,3,2,1,3,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,4.5,1,1.333333333,1.166666667,1.166666667,2.333333333,2,3.5,1.4,1.25,2.666666667,1.666666667,1.5,1.666666667,1,1,1.111111111
12377391726,0,20,White,Mathematics,"STAT 1060, STAT 2080, STAT 2450",2,2,3,4,4,5,3,2,3,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,4,3,5,3,3,3,2,2,2,2,1,4,3,2,2,3,2,4,2,2,2,1,4,1,2,1,1,1,1,3,1,1,1,2,1,2,3,1,1,2,1,1,1,1,2,3.125,1,1.5,1.833333333,1.444444444,2,4,2.75,2.2,2.5,2,1.333333333,4,1.333333333,1.666666667,1,1.555555556
12376481475,0,18,Asian,Medical Science,STAT 1060,5,5,NA,5,5,5,4,5,5,5,2,2,5,2,5,2,2,2,1,1,1,1,5,1,1,1,4,4,4,5,5,5,4,5,4,5,4,2,4,2,2,5,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,4.857142857,2.833333333,2.5,2,2.444444444,4,5,4.5,2.8,3,2,2,2,1.333333333,1.333333333,1,1.333333333
12374354243,0,23,Asian,psychology ,"STAT 1060, 2060, 2080",2,4,4,5,4,4,4,4,4,2,2,2,2,4,3,2,2,1,1,2,2,2,2,2,5,3,2,1,1,5,6,6,2,2,2,2,2,2,2,2,2,1,1,3,1,4,3,2,3,4,2,3,4,2,2,2,1,3,1,2,4,4,4,1,2,2,1,1,1,1,1,0,1,1,3.875,2.166666667,2,3,2.388888889,1.333333333,5.666666667,2,2,1.5,3.666666667,2.666666667,3,3,1.666666667,1.5,1.888888889
12369564312,0,22,Asian,neuroscience,PYSO2501,1,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,3,1,1,NA,2,3,4,4,2,2,3,2,1,2,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,0,1,1,1.75,1,1.166666667,2.166666667,1.444444444,1.5,3.666666667,2.25,1.4,2,1.666666667,2.333333333,2,1.333333333,1.333333333,1,1.444444444
12364677170,0,18,White,Neuroscience,STAT 1060,5,4,5,5,5,4,4,4,3,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,4,1,1,1,2,4,5,5,4,4,5,4,1,2,1,2,2,1,1,1,1,2,1,1,3,4,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,3,1,1,3,1,1,1,0,1,4.5,1.166666667,1.166666667,2.333333333,1.555555556,1.333333333,4.666666667,4.25,1.6,1,3,1,1,2,1.333333333,1,1.666666667
12363335122,0,21,White,Psychology,"PSYO 2501, PSYO 3502",3,2,3,2,2,3,1,3,3,1,1,1,1,3,1,1,3,1,1,1,3,1,1,1,3,1,2,2,3,3,3,4,3,3,4,3,3,5,4,4,4,4,3,3,4,4,5,4,4,3,4,5,4,3,3,5,5,5,5,5,4,4,3,4,3,5,4,4,5,4,0,1,1,1,2.375,1,1,2.666666667,1.555555556,2.333333333,3.333333333,3.25,4,3.5,3.666666667,4,5,4,4.333333333,5,4
12358622975,0,22,White,Kinesiology,STAT 1060,5,4,5,5,5,5,4,4,4,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,3,4,5,3,2,2,2,2,2,2,2,3,3,1,2,2,3,2,2,4,4,2,2,4,2,1,1,1,1,3,1,2,1,2,1,3,2,2,1,2,1,1,0,1,1,4.625,1.166666667,1.166666667,2.333333333,1.555555556,1,4,2.25,2.2,2,3.666666667,2.666666667,2,1.666666667,1.666666667,1,1.666666667
12357675448,0,20,White,Neuroscience,STAT 1060; PSYO 2501,4,3,4,4,4,3,3,2,2,1,3,2,1,2,2,2,3,2,1,1,3,1,1,3,4,2,2,4,4,6,3,3,4,3,2,2,5,4,4,4,3,4,5,2,2,3,3,4,5,5,2,3,3,1,1,1,1,1,1,1,1,2,3,2,5,4,2,1,4,2,1,0,1,1,3.375,1.833333333,1.666666667,2.5,2,3.333333333,4,2.75,4,3.25,4.333333333,3,3,1,1,1,2.777777778
12353922926,0,20,Mixed/Other,Psychology,"Stat1060, 2060, 2080 PSYO2501, 3502",4,2,5,4,3,4,3,3,3,4,4,3,4,3,1,2,3,5,1,2,3,5,2,4,2,5,1,2,4,7,6,6,2,4,5,3,4,3,2,2,4,2,3,4,4,2,2,1,4,5,3,2,2,1,1,1,1,1,1,1,1,5,3,1,3,2,2,2,3,2,1,1,1,1,3.5,2.333333333,4.5,2.5,3.111111111,2.333333333,6.333333333,3.5,3,3.25,3.666666667,2,2,1,1,1,2.555555556
12352522694,0,21,White,Medical Science,STAT1060,4,2,4,4,4,5,4,4,4,5,5,4,4,NA,5,2,5,2,4,4,5,4,3,5,5,5,3,2,4,7,7,7,5,5,5,5,4,4,4,4,3,4,5,2,4,4,3,3,4,5,3,3,2,1,1,2,2,2,4,2,2,1,4,1,4,4,1,3,5,2,1,0,1,1,3.875,3.833333333,4.166666667,4.6,4.176470588,3,7,5,3.8,3.75,4.333333333,2.666666667,3,1.666666667,2.333333333,2,2.777777778
12348760912,0,19,White,Undecided,,4,4,4,4,3,4,3,4,2,4,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,NA,5,5,4,2,3,3,3,4,3,2,4,2,4,5,2,4,2,2,3,5,4,2,1,1,3,3,2,2,2,2,3,5,1,3,2,5,3,1,1,4,1,0,0,0,1,3.75,1.333333333,1.666666667,1.333333333,1.444444444,1,4.666666667,2.75,3,3.75,3.666666667,2,1.5,3.333333333,2.666666667,2,2.333333333
12346331042,0,20,White,psychology,"STAT1060, STAT2501",4,4,4,4,4,4,3,3,4,3,4,1,3,3,3,1,3,3,3,2,4,3,1,4,2,2,NA,NA,3,4,3,6,4,3,3,3,3,4,4,3,4,5,4,4,4,4,3,3,5,5,4,3,4,1,2,3,3,2,3,1,2,2,5,3,5,4,3,3,4,1,1,0,1,1,3.75,2,3,3.166666667,2.722222222,3,4.333333333,3.25,3.6,4.25,4.666666667,3.666666667,3,1.666666667,2,3,3.333333333
12346322588,0,21,Mixed/Other,medical sciences,STAT 1060,5,5,5,5,5,5,5,5,5,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,4,4,4,7,5,5,5,4,4,3,4,2,3,2,2,3,3,2,3,5,2,2,5,5,5,2,5,2,2,2,2,2,2,2,2,1,4,1,5,2,1,2,5,2,1,0,1,1,5,1.666666667,1,1.833333333,1.5,4,5.666666667,4,2.6,2.75,5,4,2,2,2,2,2.555555556
12344163784,0,21,White,Psychology,"STAT1060, PSYO2501",4,4,4,4,4,4,4,4,4,3,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,3,3,3,7,5,5,4,4,4,4,5,3,3,2,4,3,2,1,2,4,2,4,4,4,2,2,3,2,2,2,2,2,2,2,4,2,2,1,3,3,1,1,4,2,1,0,1,1,4,1,1.666666667,1.666666667,1.444444444,3,5.666666667,4,3.4,2,4,3,2,2.666666667,2,2,2.111111111
12342545840,0,21,White,Kinesiology,STAT 1060,5,4,4,3,3,4,3,3,5,1,1,1,1,4,2,2,5,1,1,1,1,1,1,1,4,1,1,NA,NA,7,7,4,1,4,4,4,3,2,2,1,1,1,2,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,0,1,1,3.625,1.333333333,1,3.333333333,1.888888889,1,6,3.25,1.8,1.25,2.666666667,1,1,1,1,1,1.444444444
12339672726,0,19,Middle Eastern,psychology ,"STAT 1060, PSYO 2501",4,4,4,4,4,5,5,5,4,3,3,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,6,5,6,3,2,3,2,2,3,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,0,1,1,4.375,1.333333333,1.666666667,2,1.666666667,2,5.666666667,2.5,2,1,2,1.333333333,1.5,1.333333333,1.333333333,1,1.444444444
12337411789,0,17,White,Psychology (Planned),STAT 1060,4,4,4,4,4,5,4,4,5,2,3,1,2,3,1,1,3,1,3,2,3,2,1,2,4,1,2,NA,3,6,6,7,3,4,4,4,4,3,2,1,3,2,1,1,1,3,4,1,4,4,2,4,1,1,1,1,1,1,1,1,1,2,3,1,3,2,1,1,2,1,1,1,0,1,4.125,1.5,1.666666667,3.5,2.222222222,2.5,6.333333333,3.75,2.6,1.25,3.666666667,1.333333333,4,1,1,1,1.777777778
12336974320,0,21,White,Neuroscience,STAT 1060,5,5,5,5,5,4,5,5,4,1,5,3,4,1,1,1,3,3,4,1,5,1,1,1,1,1,3,3,3,5,6,6,3,5,5,5,2,2,1,1,4,4,4,3,5,5,5,4,5,4,5,5,5,1,4,2,2,2,4,5,2,3,4,2,5,5,3,2,5,3,1,0,1,1,4.875,2,1.833333333,3,2.277777778,3,5.666666667,4.5,2,4,4.666666667,4.666666667,5,1.666666667,4.333333333,2,3.555555556
12335952755,0,18,White,Psychology,STAT 1060 and STAT 2080,4,4,4,4,4,4,2,4,4,4,2,1,2,1,4,1,2,2,1,1,2,2,1,2,2,2,2,3,4,4,1,2,4,4,2,2,2,2,3,2,1,4,2,2,2,5,2,4,5,3,2,2,4,2,1,4,4,1,2,2,1,1,4,2,5,5,2,2,5,4,1,1,1,1,3.75,1.666666667,2.333333333,2,2,3,2.333333333,3,2,2.5,4.333333333,3.333333333,2,1.333333333,1.666666667,4,3.333333333
12335875632,0,22,Middle Eastern,Psychology,PSYO 2501 STAT 1060,4,4,4,4,4,3,3,3,3,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,2,4,4,3,3,2,2,1,2,4,2,4,3,2,2,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,0,0,1,0,3.625,1,1.166666667,1.666666667,1.277777778,1.666666667,2.666666667,3.25,2,3.25,2.666666667,1.666666667,2,1,1,1,1.555555556
12333946518,0,18,Middle Eastern,Bachelor of Science Medical Science,STAT 1060,5,5,5,5,4,4,4,4,5,3,3,1,3,4,4,2,5,3,4,2,4,2,1,1,3,2,3,3,3,4,5,5,4,4,4,4,3,1,2,1,3,3,4,1,2,4,3,3,5,4,3,3,4,3,3,3,2,4,3,3,3,1,5,3,5,5,2,2,5,4,1,1,0,1,4.5,2.166666667,2.333333333,4.166666667,2.888888889,3,4.666666667,4,2,2.5,4.333333333,3.333333333,3,3.333333333,3,2.5,3.555555556
12333570217,0,20,White,psychology ,STAT 1060,4,4,4,2,3,4,5,5,2,4,2,1,5,2,5,1,2,5,1,1,2,5,5,5,1,2,2,2,1,2,2,2,4,5,5,5,5,4,2,5,4,5,4,1,1,2,2,2,4,4,2,2,1,1,1,3,2,2,2,2,2,1,3,1,5,4,5,5,5,4,1,0,1,1,3.875,2.5,4.333333333,1.666666667,2.833333333,1.666666667,2,4.75,4,2.75,3.333333333,1.666666667,2,1.666666667,1.666666667,2.5,3.666666667
12333503166,0,20,White,Neuroscience,"STAT 1060, PSYO 2501",4,2,4,4,4,5,4,2,4,5,5,5,3,1,5,5,4,2,1,3,1,3,5,3,3,1,3,2,3,7,5,5,4,4,4,4,2,1,1,1,2,4,4,5,5,3,4,3,4,4,2,3,5,1,2,4,2,1,4,2,1,1,4,2,4,4,2,2,3,1,1,0,1,1,3.625,4.666666667,2.833333333,2.333333333,3.277777778,2.666666667,5.666666667,4,1.4,4.5,3.666666667,3.333333333,3.5,1,2.666666667,3,2.555555556
12331533893,0,50,White,Nursing,STAT 1060,4,5,5,5,5,5,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,2,2,2,2,2,1,2,1,1,3,2,1,1,4,3,2,4,4,3,3,3,2,2,5,2,3,4,2,2,2,3,1,3,5,1,1,5,1,0,1,1,1,4.75,1,1,1.166666667,1.055555556,1.333333333,3.333333333,2,1.4,1.75,4,2.666666667,3,2.333333333,2.666666667,3.5,2.444444444
12331174810,0,21,White,Psychology ,PSYO 2501 ,5,4,5,4,4,4,5,4,2,3,4,3,2,3,3,4,3,4,4,4,3,4,4,3,3,4,4,2,4,2,6,6,5,5,4,4,5,4,2,3,3,4,3,4,5,3,5,3,3,5,2,2,2,5,NA,4,3,4,3,4,5,1,5,2,5,3,3,3,5,4,0,0,1,1,4.375,3.666666667,3.333333333,3,3.333333333,3.333333333,4.666666667,4.5,3.4,4,3.666666667,2.333333333,3.5,4.666666667,3.5,3.5,3.444444444
12330365744,0,18,White,undecided,STAT 1060,4,4,4,4,4,4,3,4,3,1,2,5,1,2,3,5,3,4,2,3,2,1,2,3,4,3,2,3,4,6,5,6,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,2,5,5,2,3,3,2,2,3,4,2,3,2,2,3,5,4,5,5,4,4,5,4,1,1,0,1,3.875,3.333333333,2.166666667,2.666666667,2.722222222,3,5.666666667,4,4.4,4.25,4.666666667,2.333333333,3.5,2,2.333333333,3.5,4.333333333
12329485505,0,20,White,Psychology,"Stat1060, psyo 2501",5,2,5,5,5,4,5,5,4,4,4,1,2,5,2,1,5,2,4,1,5,5,1,2,5,5,4,4,4,7,7,4,5,5,5,5,5,4,2,3,5,5,5,2,5,4,1,1,5,2,1,5,3,1,1,1,1,1,1,1,1,1,3,3,5,4,2,3,5,2,1,0,1,1,4.5,1.666666667,3.333333333,4.666666667,3.222222222,4,6,5,3.8,4.25,3.666666667,1.666666667,3,1,1,1,3.111111111
12328885372,0,18,White,Medical Sciences,STAT 1060,5,5,5,NA,NA,5,NA,5,4,2,1,1,2,2,2,2,3,1,3,2,5,3,3,2,4,2,1,2,NA,5,6,6,3,5,5,5,3,3,3,3,4,4,2,4,3,5,2,3,5,4,4,2,3,2,2,2,2,2,1,2,2,1,2,2,5,4,1,1,4,4,1,1,0,0,5,1.833333333,2,3.5,2.444444444,1.5,5.666666667,4.5,3.2,3.25,4.666666667,3.333333333,2,2,1.666666667,2,2.666666667
12328494522,0,20,White,psychology,"1o60, 2501",4,4,4,4,4,4,4,4,3,1,4,1,1,4,4,1,2,4,1,3,1,1,1,4,1,2,3,3,3,4,4,4,3,3,4,4,4,4,4,3,4,5,4,5,5,5,5,5,4,4,4,4,4,2,1,3,3,2,2,2,2,3,4,4,4,4,3,4,4,4,0,0,1,1,4,2.333333333,2.166666667,2,2.166666667,3,4,3.5,3.8,4.75,4.333333333,4.333333333,4.5,2,1.666666667,3,3.777777778
12325308772,0,19,White,medical sciences,STAT 1060,5,5,5,5,5,3,3,2,2,3,3,1,3,5,4,3,5,2,3,1,4,2,1,3,4,2,2,1,3,6,6,6,4,4,3,4,4,3,2,2,5,5,5,2,2,2,5,2,4,4,2,5,3,2,3,2,2,2,2,2,2,1,3,1,4,4,1,3,5,2,1,1,0,1,4.125,2.166666667,2.5,3.833333333,2.833333333,2,6,3.75,3.2,3.5,3.333333333,2.333333333,5,2,2.333333333,2,2.666666667
12323916209,0,18,Asian,undecided,STAT 1060,4,4,4,4,4,4,3,4,4,5,1,1,5,4,2,1,4,2,4,4,5,5,2,5,5,5,4,4,3,7,7,7,5,3,2,2,5,2,5,5,5,4,4,2,1,5,5,2,5,5,2,5,2,2,2,2,2,2,2,2,2,1,5,2,5,5,2,2,5,2,1,1,1,1,3.875,1.833333333,4.5,4.333333333,3.555555556,3.666666667,7,3,4.4,2.75,5,2,5,2,2,2,3.222222222
12322457092,0,32,Middle Eastern,psychology and neuroscience,,4,5,4,3,5,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,2,1,4,4,2,2,1,1,1,2,2,2,2,2,4,2,3,4,4,4,3,3,2,2,3,3,2,3,3,2,1,3,1,3,1,1,1,2,1,1,0,0,1,4.125,1,1,1.666666667,1.222222222,1,2,2.75,1.4,2,4,3.333333333,2.5,2,2.666666667,3,1.555555556
12321908233,0,21,Middle Eastern,psychology,"PSYO 2501, PSYO 3502",4,5,5,5,5,5,5,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,7,7,7,5,5,5,5,3,2,2,5,4,4,2,2,2,4,2,5,5,5,5,3,2,2,2,1,1,1,1,1,1,3,4,4,5,5,4,2,5,4,1,1,1,0,4.75,1,1,1.666666667,1.222222222,4,7,5,3.2,2.5,4.666666667,4,2.5,1.333333333,1.333333333,1,4
12320836541,0,19,White,undecided ,STAT1060,4,4,5,4,4,4,5,5,4,3,3,5,3,2,2,3,2,3,4,3,5,4,3,2,1,2,3,1,2,7,6,7,4,5,5,5,5,4,3,2,4,4,4,3,4,5,4,4,4,4,5,4,5,2,2,4,4,2,2,1,2,4,5,3,5,5,2,4,5,2,1,1,0,1,4.375,3.166666667,2.833333333,3,3,2,6.666666667,4.75,3.6,3.75,4.333333333,4.666666667,4,2,1.666666667,4,3.888888889
12320764092,0,19,Black,Neuroscience,"STAT 1060, STAT2060, STAT 2080, PSYO 2501",4,4,4,4,3,4,3,4,3,2,2,1,3,1,4,4,4,2,1,1,1,3,1,2,5,2,3,2,4,7,7,7,4,5,4,3,2,2,2,1,3,4,2,3,5,4,5,2,4,4,1,1,1,1,1,2,2,1,4,4,1,1,5,1,5,5,1,2,5,2,1,1,1,1,3.75,2.166666667,2.333333333,2.5,2.333333333,3,7,4,2,3.5,4,1.333333333,3,1,3,2,3
12318531234,0,19,White,Psychology,"STAT1060, PSYO2501",5,2,5,2,4,5,5,5,4,5,2,1,1,5,2,1,2,1,1,1,4,1,1,2,1,1,1,4,1,2,7,7,2,5,5,5,4,5,2,5,2,4,1,1,1,1,1,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,1,4,1,1,1,0,1,0,4.125,1.333333333,1.833333333,2.833333333,2,2,5.333333333,4.25,3.6,1.75,3.333333333,2,1,1,1,1,2.333333333
12317671195,0,22,White,double major in psychology and philosophy,PSYO2501,4,4,5,5,5,4,3,3,4,1,2,1,1,5,2,1,5,1,1,1,2,1,1,1,3,1,4,2,3,4,5,6,3,3,1,2,4,3,2,4,1,5,3,1,5,5,5,5,5,5,4,5,5,2,1,5,5,3,5,1,2,4,5,3,5,5,2,4,5,2,1,0,1,1,4.125,1.333333333,1,3.333333333,1.888888889,3,5,2.25,2.8,3.5,5,4.666666667,5,2.333333333,2.333333333,5,3.888888889
12315944760,0,32,White,psychology,posy 2501 posy 3502,3,3,4,3,4,4,3,3,5,3,2,1,4,2,2,1,4,4,4,2,3,1,1,4,3,2,2,1,2,6,6,7,4,4,3,4,4,3,3,4,2,3,2,2,2,4,5,4,5,4,4,4,4,2,2,4,4,2,2,2,2,3,4,4,4,5,4,4,5,5,0,0,1,1,3.375,1.5,3,3.5,2.666666667,1.666666667,6.333333333,3.75,3.2,2.25,4.333333333,4,4.5,2,2,4,4.222222222
12315360987,0,18,Middle Eastern,neuroscience,STAT 1060,4,2,3,4,3,3,2,1,4,3,5,3,4,4,5,4,4,3,2,3,4,3,3,4,4,3,NA,NA,3,6,6,6,2,4,2,4,3,3,2,3,2,4,4,2,4,5,4,5,5,5,3,4,4,3,2,5,5,3,3,2,3,3,5,5,5,5,5,3,5,5,1,1,0,1,2.75,3.833333333,3.333333333,3.666666667,3.611111111,3,6,3,2.6,3.5,5,4,4,3,2.333333333,5,4.555555556
12312227151,0,18,Asian,Undecided,,4,3,4,3,3,3,3,2,3,2,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,2,6,6,6,3,2,2,2,4,4,3,3,3,3,4,3,4,5,5,3,5,4,4,4,4,2,3,3,2,2,2,2,3,1,3,4,5,4,5,5,5,3,1,0,0,1,3.125,1,1.333333333,1.833333333,1.388888889,1.666666667,6,2.25,3.4,3.5,4.666666667,3.666666667,4.5,2.333333333,2.333333333,2.5,3.888888889
12312055308,0,21,White,Microbiology & Immunology,STAT 1060,2,2,2,2,2,4,4,4,3,1,1,1,1,2,1,1,3,1,2,1,2,1,1,1,3,1,1,3,4,4,6,6,4,4,4,4,3,4,2,3,4,3,3,5,4,2,4,1,3,2,2,4,3,1,2,1,1,1,1,3,1,2,3,1,3,2,1,1,2,1,1,0,1,1,2.75,1,1,2.5,1.5,2.666666667,5.333333333,4,3.2,3.75,2.333333333,2,4,1,2,1,1.777777778
12311066377,0,18,Asian,Medicsl Science ,,1,2,1,1,2,2,2,3,4,1,4,5,4,3,2,3,4,3,5,1,3,2,2,3,1,2,4,3,4,7,7,6,5,5,5,5,1,1,2,1,5,1,1,2,2,5,5,3,4,4,3,4,3,1,2,1,1,1,2,2,1,1,5,1,3,2,1,1,2,2,1,1,0,1,1.75,2.833333333,2.5,3.333333333,2.888888889,3.666666667,6.666666667,5,2,1.5,4.333333333,3,4.5,1,2,1,2
12310955286,0,21,Middle Eastern,Biology,STAT 1060,3,2,5,5,5,2,4,5,5,4,1,5,2,5,3,1,5,1,5,1,4,1,1,2,1,1,4,3,3,6,7,7,5,5,3,4,1,3,1,4,1,2,2,4,5,4,2,3,4,2,2,4,5,1,1,3,2,1,1,2,1,2,4,4,5,5,3,1,5,1,1,0,1,0,3.875,2,1.833333333,4.166666667,2.666666667,3.333333333,6.666666667,4.25,2,3.25,3.333333333,3.333333333,3,1,1.333333333,2.5,3.333333333
12310562324,0,33,Asian,Undecided ,Stat1060,4,2,4,4,2,3,2,3,5,4,1,1,1,2,1,1,1,1,2,1,2,1,1,1,5,1,2,NA,NA,5,7,7,3,2,1,2,4,4,2,1,1,3,2,1,4,5,5,3,4,4,1,4,1,2,3,4,4,2,1,1,1,1,4,3,5,5,3,1,5,3,1,0,1,1,3,1,1.5,2.833333333,1.777777778,2,6.333333333,2,2.4,2.5,4.333333333,1.666666667,4.5,1.666666667,1.666666667,4,3.333333333
12310508263,0,20,White,Biology (BSC),STAT 1060,4,4,5,4,3,4,3,2,3,1,4,1,4,5,2,1,NA,NA,1,1,3,1,1,3,5,1,3,3,3,7,6,4,3,3,3,3,5,4,2,4,3,4,3,3,4,4,3,3,4,5,3,2,3,2,2,2,2,2,2,2,2,2,4,2,5,5,3,4,5,2,1,0,1,1,3.625,1.666666667,2,3.4,2.3125,3,5.666666667,3,3.6,3.5,4.333333333,3,2.5,2,2,2,3.555555556
12310454012,0,20,White,Psychology,"STAT 1060, PSYO 2501",5,5,5,4,5,4,4,4,2,1,2,1,1,4,5,2,2,2,2,1,2,1,4,2,2,1,3,3,1,6,6,7,4,5,4,5,2,4,4,2,3,2,2,2,3,2,5,4,4,NA,5,5,3,5,3,1,1,4,5,5,4,1,3,2,3,3,2,2,NA,2,1,0,1,1,4.5,2.5,1.333333333,2.333333333,2.055555556,2.333333333,6.333333333,4.5,3,2.25,3,4,5,4.333333333,4.333333333,1,2.25
12309307037,0,21,White,psychology and sociology ,"STAT 0160, PSYO 2501",4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,4,3,2,2,4,2,2,3,4,2,3,3,3,5,5,5,4,4,4,4,2,2,3,2,4,2,2,2,2,4,4,4,4,4,NA,4,4,3,2,2,4,2,3,2,2,2,3,2,4,4,3,3,5,3,1,0,1,1,4,3,2.5,3.666666667,3.055555556,3,5,4,2.6,2,4,4,4,2.333333333,2.333333333,3,3.222222222
